# signal-snapshot-v1
#
# A SIGNAL USED IN A DECISION, FROZEN AT THE MOMENT THE DECISION WAS TAKEN.
# Append-only and digest-chained: each row's `digest` covers its own ten fields
# plus the previous row's digest, so an edit to a historical value breaks that
# row and every row after it. `record-decision.sh snapshot-verify` checks it.
# TAMPER-EVIDENT, NOT TAMPER-PROOF — see that script's header for exactly what
# that does and does not claim.
#
# WHY THE VALUE AND NOT A RECIPE. A later evaluation must never recompute a
# historical signal against the current tree: that scores a decision nobody took,
# on information nobody had. So the VALUE is stored, with the commit it was
# frozen at and the derivation that produced it, and reading it consults no tree.
#
# THE THREE DERIVATIONS, AT derivation_version v1. These are the only three
# signals currently derivable in this repository; the schema admits more and
# nothing here pretends the set is complete.
#
#   dependency_unlock_count       the number of OTHER candidates in the same
#                                 candidate set whose text names this candidate
#                                 as subsuming or unblocking them, read from
#                                 build-os/memory/current_state.md's
#                                 "Next (candidates)" block at repository_commit.
#   licence_state                 in_licence | out_of_licence | unregistered |
#                                 not_applicable — the standing of the
#                                 candidate's subject controls under
#                                 build-os/tools/evidence-policy.sh check at
#                                 repository_commit. `unregistered` is NOT a
#                                 synonym for in_licence: it means the subject
#                                 owns no entry, which is a different fact.
#   declared_mismatch_proximity   the count of controls carrying
#                                 `authority_mismatch: declared` whose
#                                 owning_module is one of the candidate's subject
#                                 modules, from control_registry.txt at
#                                 repository_commit.
#
# WHAT THE FIRST TWELVE ROWS RECORD, AND IT IS NOT FLATTERING TO THE SIGNALS.
# The selected candidate scored ZERO on dependency_unlock_count while a candidate
# that scored 1 was not selected. The selection was the operator's ruling, and it
# outranked the only ordering signal that existed. That is recorded rather than
# smoothed over: the point of freezing signals is to be able to ask later whether
# the signals were worth having, and a store that only ever agrees with the choice
# cannot answer that question.
snapshot_id	decision_id	captured_at	repository_commit	candidate_id	signal_name	signal_value	derivation_version	source_object_versions	evidence_refs	prev_digest	digest
SIGNAL-SNAPSHOT-0011-licence-ladder-spelling-sweep	DECISION-0007-p1-mutators-ids-telemetry	2026-08-01	7daedee	PACKET-0018-ladder-spelling-sweep	licence_state	not_applicable	v1	build-os/tools/evidence-policy.sh@7daedee	build-os/tools/evidence-policy.sh	f48646c482782e5584018a1ca716a46109c701aec5dad4c7288f9abac3d87455	ebcbfc87ba9b3318454e0aeb1a367f4a6ecdcc6d610ce35c8d2549d0b9e206b4
SIGNAL-SNAPSHOT-0012-mismatch-ladder-spelling-sweep	DECISION-0007-p1-mutators-ids-telemetry	2026-08-01	7daedee	PACKET-0018-ladder-spelling-sweep	declared_mismatch_proximity	0	v1	build-os/registry/control_registry.txt@7daedee	build-os/registry/control_registry.txt	ebcbfc87ba9b3318454e0aeb1a367f4a6ecdcc6d610ce35c8d2549d0b9e206b4	21b0fad523a6a1f7db7ec365490b5aaf03ee0479e3ced538f97734d3c89fe659
SIGNAL-SNAPSHOT-0013-store-and-tool-growth	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0019-gravito-p2-claim-scoped-evidence-a	census_growth_controls	3	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	21b0fad523a6a1f7db7ec365490b5aaf03ee0479e3ced538f97734d3c89fe659	f319ca280bc9e84e21788446dc3883aad9a396bf76968658804acacbc8bf9ac1
SIGNAL-SNAPSHOT-0014-widen-registry-growth	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0020-widen-control-registry-with-claim-fields	census_growth_controls	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	f319ca280bc9e84e21788446dc3883aad9a396bf76968658804acacbc8bf9ac1	5eb93892b590ccb046cd23dd5097c67758ed86483832a7ae0d89eb1ead05c697
SIGNAL-SNAPSHOT-0015-fold-into-policy-growth	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0021-fold-assertions-into-evidence-policy	census_growth_controls	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	5eb93892b590ccb046cd23dd5097c67758ed86483832a7ae0d89eb1ead05c697	0209526e3d0236a1131b6b43642920986808c1c8dc67dcf05432a5fdf7fd16e3
SIGNAL-SNAPSHOT-0016-untested-only-growth	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0022-untested-token-only	census_growth_controls	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	0209526e3d0236a1131b6b43642920986808c1c8dc67dcf05432a5fdf7fd16e3	3066144f553bc527dd1cd3e2d25546bd5b6817b88163cbc326469dd8ba044021
SIGNAL-SNAPSHOT-0017-store-and-tool-widening	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0019-gravito-p2-claim-scoped-evidence-a	closed_field_list_widening_required	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	3066144f553bc527dd1cd3e2d25546bd5b6817b88163cbc326469dd8ba044021	e2cebba9efd6b1ff04e253bc88c95fa127e21a4c98d5a005519aeb386d83148b
SIGNAL-SNAPSHOT-0018-widen-registry-widening	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0020-widen-control-registry-with-claim-fields	closed_field_list_widening_required	1	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	e2cebba9efd6b1ff04e253bc88c95fa127e21a4c98d5a005519aeb386d83148b	4edc97cfe1bf528a8eac57c8a0b9281bcd7fac10dd3938f3e9f28f732e4871ed
SIGNAL-SNAPSHOT-0019-fold-into-policy-widening	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0021-fold-assertions-into-evidence-policy	closed_field_list_widening_required	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	4edc97cfe1bf528a8eac57c8a0b9281bcd7fac10dd3938f3e9f28f732e4871ed	df35d03a7a12221b10ff9a63a410842baa8e3d42c50b7e2ec636611851e81501
SIGNAL-SNAPSHOT-0020-untested-only-widening	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0022-untested-token-only	closed_field_list_widening_required	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	df35d03a7a12221b10ff9a63a410842baa8e3d42c50b7e2ec636611851e81501	6913af793c121983e015dafebe05edf2109485b1b779f95b9ec27e4b6ed9bbfd
SIGNAL-SNAPSHOT-0021-store-and-tool-fixture	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0019-gravito-p2-claim-scoped-evidence-a	canonical_fixture_representable	1	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	6913af793c121983e015dafebe05edf2109485b1b779f95b9ec27e4b6ed9bbfd	cf119b9a57a190c2519de4b94c8383eca42e0201223bd3505e824fe70d4ccea7
SIGNAL-SNAPSHOT-0022-widen-registry-fixture	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0020-widen-control-registry-with-claim-fields	canonical_fixture_representable	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	cf119b9a57a190c2519de4b94c8383eca42e0201223bd3505e824fe70d4ccea7	33b9d6a8f7fe33cf776c34fc97b60c88872fc2b54f233079849222fa3d312c7b
SIGNAL-SNAPSHOT-0023-fold-into-policy-fixture	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0021-fold-assertions-into-evidence-policy	canonical_fixture_representable	1	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	33b9d6a8f7fe33cf776c34fc97b60c88872fc2b54f233079849222fa3d312c7b	ca97dff11a510f8c3c1a37fdf523f2ed3630af88b73231d56f86b4d0e6e10dc0
SIGNAL-SNAPSHOT-0024-untested-only-fixture	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0022-untested-token-only	canonical_fixture_representable	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	ca97dff11a510f8c3c1a37fdf523f2ed3630af88b73231d56f86b4d0e6e10dc0	655ad66206c84e16c0e7c69c84a9f01ae7bf09d5efcd53d2bc59d5bc9e503acf
SIGNAL-SNAPSHOT-0025-store-and-tool-unclassified	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0019-gravito-p2-claim-scoped-evidence-a	unclassified_exit2_paths_introduced	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	655ad66206c84e16c0e7c69c84a9f01ae7bf09d5efcd53d2bc59d5bc9e503acf	b78cdc96b14915e051b170f45afdeb18155fee8cd68406384b221313f9bbd5be
SIGNAL-SNAPSHOT-0026-widen-registry-unclassified	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0020-widen-control-registry-with-claim-fields	unclassified_exit2_paths_introduced	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	b78cdc96b14915e051b170f45afdeb18155fee8cd68406384b221313f9bbd5be	d50cf5c411a65c11dabc00f1738514cc33273287f87f3f1c1377f69eac570413
SIGNAL-SNAPSHOT-0027-fold-into-policy-unclassified	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0021-fold-assertions-into-evidence-policy	unclassified_exit2_paths_introduced	1	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	d50cf5c411a65c11dabc00f1738514cc33273287f87f3f1c1377f69eac570413	6a6ec5eefdb7749154302c7d7b6e86515037cdb00bb0c310f031adbd3af291b1
SIGNAL-SNAPSHOT-0028-untested-only-unclassified	DECISION-0008-p2-claim-scoped-evidence	2026-08-01	9474cae	PACKET-0022-untested-token-only	unclassified_exit2_paths_introduced	0	v1	build-os/registry/control_registry.txt@9474cae; build-os/registry/scan-controls.sh@9474cae; build-os/tools/evidence-policy.sh@9474cae	build-os/registry/control_registry.txt; build-os/registry/scan-controls.sh	6a6ec5eefdb7749154302c7d7b6e86515037cdb00bb0c310f031adbd3af291b1	9e90ff9f79301a5e7246658f9037359678e1e30fbf40499b3e60b4be440bb2cc
